date,country,region,place,cases,deaths,recoveries
2020-04-11,US,Virginia,Giles,2,0,0
2020-04-11,US,Texas,Gillespie,1,0,0
2020-04-11,US,Georgia,Gilmer,6,0,0
2020-04-11,US,Colorado,Gilpin,1,0,0
2020-04-11,US,Montana,Glacier,3,0,0
2020-04-11,US,Florida,Glades,4,1,0
2020-04-11,US,Michigan,Gladwin,4,0,0
2020-04-11,US,California,Glenn,3,0,0
2020-04-11,US,New Jersey,Gloucester,487,9,0
2020-04-11,US,Virginia,Gloucester,20,0,0
2020-04-11,US,Georgia,Glynn,33,0,0
2020-04-11,US,Michigan,Gogebic,4,1,0
2020-04-11,US,Montana,Golden Valley,1,0,0
2020-04-11,US,Texas,Goliad,4,0,0
2020-04-11,US,Texas,Gonzales,2,0,0
2020-04-11,US,Virginia,Goochland,26,0,0
2020-04-11,US,Minnesota,Goodhue,16,0,0
2020-04-11,US,Idaho,Gooding,5,0,0
2020-04-11,US,Georgia,Gordon,29,3,0
2020-04-11,US,Wyoming,Goshen,3,0,0
2020-04-11,US,Nebraska,Gosper,1,0,0
2020-04-11,US,Kansas,Gove,1,0,0
2020-04-11,US,Georgia,Grady,15,0,0
2020-04-11,US,Oklahoma,Grady,11,0,0
2020-04-11,US,New Hampshire,Grafton,43,0,0
2020-04-11,US,Arizona,Graham,2,0,0
2020-04-11,US,Tennessee,Grainger,4,0,0
2020-04-11,US,Colorado,Grand,4,0,0
2020-04-11,US,Utah,Grand,1,0,0
2020-04-11,US,North Dakota,Grand Forks,11,0,0
2020-04-11,US,Vermont,Grand Isle,3,0,0
2020-04-11,US,Michigan,Grand Traverse,17,3,0
2020-04-11,US,Arkansas,Grant,9,0,0
2020-04-11,US,Indiana,Grant,35,2,0
2020-04-11,US,Kentucky,Grant,3,1,0
2020-04-11,US,Louisiana,Grant,11,0,0
2020-04-11,US,New Mexico,Grant,7,0,0
2020-04-11,US,North Dakota,Grant,1,0,0
2020-04-11,US,Oklahoma,Grant,2,0,0
2020-04-11,US,Oregon,Grant,1,0,0
2020-04-11,US,Washington,Grant,110,2,0
2020-04-11,US,Wisconsin,Grant,5,1,0
2020-04-11,US,North Carolina,Granville,89,0,0
2020-04-11,US,Michigan,Gratiot,7,0,0
2020-04-11,US,Kentucky,Graves,5,0,0
2020-04-11,US,Texas,Gray,13,0,0
2020-04-11,US,Washington,Grays Harbor,8,0,0
2020-04-11,US,Kentucky,Grayson,2,0,0
2020-04-11,US,Texas,Grayson,17,0,0
2020-04-11,US,Virginia,Grayson,0,0,0
2020-04-11,US,Kentucky,Green,1,0,0
2020-04-11,US,Wisconsin,Green,9,0,0
2020-04-11,US,West Virginia,Greenbrier,3,0,0
2020-04-11,US,Alabama,Greene,14,0,0
2020-04-11,US,Arkansas,Greene,6,0,0
2020-04-11,US,Georgia,Greene,25,1,0
2020-04-11,US,Illinois,Greene,1,0,0
2020-04-11,US,Indiana,Greene,14,1,0
2020-04-11,US,Iowa,Greene,1,0,0
2020-04-11,US,Mississippi,Greene,2,0,0
2020-04-11,US,Missouri,Greene,77,8,0
2020-04-11,US,New York,Greene,37,0,0
2020-04-11,US,North Carolina,Greene,10,0,0
2020-04-11,US,Ohio,Greene,24,1,0
2020-04-11,US,Pennsylvania,Greene,23,0,0
2020-04-11,US,Tennessee,Greene,26,1,0
2020-04-11,US,Virginia,Greene,4,0,0
2020-04-11,US,Arizona,Greenlee,2,0,0
2020-04-11,US,Virginia,Greensville,8,0,0
2020-04-11,US,Kentucky,Greenup,2,0,0
2020-04-11,US,South Carolina,Greenville,325,7,0
2020-04-11,US,Kansas,Greenwood,1,0,0
2020-04-11,US,South Carolina,Greenwood,17,0,0
2020-04-11,US,Oklahoma,Greer,48,4,0
2020-04-11,US,Texas,Gregg,40,0,0
2020-04-11,US,Mississippi,Grenada,10,0,0
2020-04-11,US,Texas,Grimes,6,0,0
2020-04-11,US,Illinois,Grundy,17,0,0
2020-04-11,US,Iowa,Grundy,1,0,0
2020-04-11,US,Tennessee,Grundy,21,0,0
2020-04-11,US,Texas,Guadalupe,47,0,0
2020-04-11,US,Ohio,Guernsey,5,0,0
2020-04-11,US,North Carolina,Guilford,134,9,0
2020-04-11,US,Florida,Gulf,1,0,0
2020-04-11,US,Colorado,Gunnison,101,1,0
2020-04-11,US,Iowa,Guthrie,1,0,0
2020-04-11,US,Georgia,Gwinnett,675,18,0
2020-04-11,US,Georgia,Habersham,14,1,0
2020-04-11,US,Alabama,Hale,11,0,0
2020-04-11,US,Texas,Hale,11,2,0
2020-04-11,US,North Carolina,Halifax,21,0,0
2020-04-11,US,Virginia,Halifax,7,0,0
2020-04-11,US,Georgia,Hall,275,0,0
2020-04-11,US,Nebraska,Hall,129,4,0
2020-04-11,US,Tennessee,Hamblen,4,1,0
2020-04-11,US,Florida,Hamilton,2,0,0
2020-04-11,US,Indiana,Hamilton,443,22,0
2020-04-11,US,Iowa,Hamilton,2,0,0
2020-04-11,US,Kansas,Hamilton,1,0,0
2020-04-11,US,Nebraska,Hamilton,10,0,0
2020-04-11,US,New York,Hamilton,3,0,0
2020-04-11,US,Ohio,Hamilton,529,17,0
2020-04-11,US,Tennessee,Hamilton,105,10,0
2020-04-11,US,Texas,Hamilton,3,0,0
2020-04-11,US,South Dakota,Hamlin,1,0,0
2020-04-11,US,Massachusetts,Hampden,1545,92,0
2020-04-11,US,Massachusetts,Hampshire,204,5,0
2020-04-11,US,West Virginia,Hampshire,4,0,0
2020-04-11,US,South Carolina,Hampton,6,0,0
2020-04-11,US,Virginia,Hampton,64,1,0
2020-04-11,US,Georgia,Hancock,3,0,0
2020-04-11,US,Illinois,Hancock,1,0,0
2020-04-11,US,Indiana,Hancock,112,6,0
2020-04-11,US,Iowa,Hancock,3,0,0
2020-04-11,US,Kentucky,Hancock,2,0,0
2020-04-11,US,Maine,Hancock,4,0,0
2020-04-11,US,Mississippi,Hancock,38,5,0
2020-04-11,US,Ohio,Hancock,20,1,0
2020-04-11,US,Tennessee,Hancock,0,0,0
2020-04-11,US,West Virginia,Hancock,7,0,0
2020-04-11,US,Virginia,Hanover,38,0,0
2020-04-11,US,Texas,Hansford,1,0,0
2020-04-11,US,Georgia,Haralson,15,0,0
2020-04-11,US,Florida,Hardee,3,0,0
2020-04-11,US,Tennessee,Hardeman,7,0,0
2020-04-11,US,Iowa,Hardin,1,0,0
2020-04-11,US,Kentucky,Hardin,9,0,0
2020-04-11,US,Ohio,Hardin,4,0,0
2020-04-11,US,Tennessee,Hardin,2,0,0
2020-04-11,US,Texas,Hardin,47,2,0
2020-04-11,US,West Virginia,Hardy,2,0,0
2020-04-11,US,Maryland,Harford,120,1,0
2020-04-11,US,North Carolina,Harnett,38,2,0
2020-04-11,US,Georgia,Harris,19,1,0
2020-04-11,US,Texas,Harris,3561,41,0
2020-04-11,US,Indiana,Harrison,54,2,0
2020-04-11,US,Iowa,Harrison,12,0,0
2020-04-11,US,Kentucky,Harrison,14,0,0
2020-04-11,US,Mississippi,Harrison,107,5,0
2020-04-11,US,Missouri,Harrison,6,0,0
2020-04-11,US,Texas,Harrison,14,1,0
2020-04-11,US,West Virginia,Harrison,28,1,0
2020-04-11,US,Virginia,Harrisonburg,79,0,0
2020-04-11,US,Georgia,Hart,3,0,0
2020-04-11,US,Kentucky,Hart,1,0,0
2020-04-11,US,Connecticut,Hartford,1832,101,0
2020-04-11,US,Kansas,Harvey,4,0,0
2020-04-11,US,Hawaii,Hawaii,31,0,0
2020-04-11,US,Tennessee,Hawkins,22,2,0
2020-04-11,US,Texas,Hays,82,0,0
2020-04-11,US,North Carolina,Haywood,3,0,0
2020-04-11,US,Tennessee,Haywood,13,1,0
2020-04-11,US,Georgia,Heard,3,1,0
2020-04-11,US,Texas,Hemphill,1,0,0
2020-04-11,US,Arkansas,Hempstead,4,1,0
2020-04-11,US,Kentucky,Henderson,23,0,0
2020-04-11,US,North Carolina,Henderson,68,5,0
2020-04-11,US,Tennessee,Henderson,2,0,0
2020-04-11,US,Texas,Henderson,10,0,0
2020-04-11,US,Indiana,Hendricks,301,9,0
2020-04-11,US,Florida,Hendry,16,0,0
2020-04-11,US,Minnesota,Hennepin,464,30,0
2020-04-11,US,Virginia,Henrico,368,2,0
2020-04-11,US,Alabama,Henry,10,0,0
2020-04-11,US,Georgia,Henry,249,3,0
2020-04-11,US,Illinois,Henry,22,0,0
2020-04-11,US,Indiana,Henry,22,0,0
2020-04-11,US,Iowa,Henry,19,1,0
2020-04-11,US,Kentucky,Henry,3,0,0
2020-04-11,US,Missouri,Henry,4,1,0
2020-04-11,US,Ohio,Henry,1,0,0
2020-04-11,US,Tennessee,Henry,6,0,0
2020-04-11,US,Virginia,Henry,8,0,0
2020-04-11,US,New York,Herkimer,37,3,0
2020-04-11,US,Florida,Hernando,65,2,0
2020-04-11,US,North Carolina,Hertford,4,1,0
2020-04-11,US,Tennessee,Hickman,2,0,0
2020-04-11,US,New Mexico,Hidalgo,1,0,0
2020-04-11,US,Texas,Hidalgo,181,1,0
2020-04-11,US,Ohio,Highland,6,0,0
2020-04-11,US,Virginia,Highland,0,0,0
2020-04-11,US,Florida,Highlands,51,4,0
2020-04-11,US,Montana,Hill,1,0,0
2020-04-11,US,Texas,Hill,8,0,0
2020-04-11,US,Florida,Hillsborough,690,14,0
2020-04-11,US,New Hampshire,Hillsborough,344,2,0
2020-04-11,US,Michigan,Hillsdale,75,6,0
2020-04-11,US,Mississippi,Hinds,234,2,0
2020-04-11,US,Colorado,Hinsdale,1,0,0
2020-04-11,US,Ohio,Hocking,2,0,0
2020-04-11,US,Texas,Hockley,13,1,0
2020-04-11,US,North Carolina,Hoke,18,0,0
2020-04-11,US,Florida,Holmes,2,0,0
2020-04-11,US,Mississippi,Holmes,42,3,0
2020-04-11,US,Ohio,Holmes,3,0,0
2020-04-11,US,Hawaii,Honolulu,343,5,0
2020-04-11,US,Texas,Hood,13,1,0
2020-04-11,US,Oregon,Hood River,4,0,0
2020-04-11,US,Virginia,Hopewell,14,0,0
2020-04-11,US,Kentucky,Hopkins,57,4,0
2020-04-11,US,Texas,Hopkins,4,0,0
2020-04-11,US,South Carolina,Horry,132,7,0
2020-04-11,US,Arkansas,Hot Spring,8,0,0
2020-04-11,US,Wyoming,Hot Springs,1,0,0
2020-04-11,US,Michigan,Houghton,1,0,0
2020-04-11,US,Alabama,Houston,37,1,0
2020-04-11,US,Georgia,Houston,113,7,0
2020-04-11,US,Minnesota,Houston,1,0,0
2020-04-11,US,Tennessee,Houston,3,0,0
2020-04-11,US,Arkansas,Howard,6,0,0
2020-04-11,US,Indiana,Howard,46,4,0
2020-04-11,US,Iowa,Howard,1,0,0
2020-04-11,US,Maryland,Howard,351,6,0
2020-04-11,US,Missouri,Howard,1,0,0
2020-04-11,US,Texas,Howard,1,1,0
2020-04-11,US,Missouri,Howell,4,0,0
2020-04-11,US,New Jersey,Hudson,6851,183,0
2020-04-11,US,Colorado,Huerfano,1,0,0
2020-04-11,US,South Dakota,Hughes,4,0,0
2020-04-11,US,California,Humboldt,50,0,0
2020-04-11,US,Nevada,Humboldt,18,0,0
2020-04-11,US,Mississippi,Humphreys,9,1,0
2020-04-11,US,Tennessee,Humphreys,4,0,0
2020-04-11,US,Texas,Hunt,16,0,0
2020-04-11,US,New Jersey,Hunterdon,301,11,0
2020-04-11,US,Pennsylvania,Huntingdon,10,0,0
2020-04-11,US,Indiana,Huntington,6,1,0
2020-04-11,US,Michigan,Huron,5,0,0
2020-04-11,US,Ohio,Huron,15,1,0
2020-04-11,US,South Dakota,Hutchinson,2,0,0
2020-04-11,US,Texas,Hutchinson,2,0,0
2020-04-11,US,Louisiana,Iberia,128,5,0
2020-04-11,US,Louisiana,Iberville,214,12,0
2020-04-11,US,Idaho,Idaho,3,0,0
2020-04-11,US,California,Imperial,79,3,0
2020-04-11,US,Arkansas,Independence,5,0,0
2020-04-11,US,Florida,Indian River,70,1,0
2020-04-11,US,Pennsylvania,Indiana,40,0,0
2020-04-11,US,Michigan,Ingham,241,3,0
2020-04-11,US,California,Inyo,12,0,0
2020-04-11,US,Michigan,Ionia,14,2,0
2020-04-11,US,Michigan,Iosco,5,1,0
2020-04-11,US,Iowa,Iowa,7,0,0
2020-04-11,US,Wisconsin,Iowa,4,0,0
2020-04-11,US,North Carolina,Iredell,71,1,0
2020-04-11,US,Missouri,Iron,1,0,0
2020-04-11,US,Utah,Iron,13,0,0
2020-04-11,US,Wisconsin,Iron,2,1,0
2020-04-11,US,Illinois,Iroquois,8,0,0
2020-04-11,US,Georgia,Irwin,11,0,0
2020-04-11,US,Michigan,Isabella,38,3,0
2020-04-11,US,Minnesota,Isanti,4,0,0
2020-04-11,US,Washington,Island,157,7,0
2020-04-11,US,Virginia,Isle of Wight,28,0,0
2020-04-11,US,Minnesota,Itasca,2,0,0
2020-04-11,US,Mississippi,Itawamba,9,0,0
2020-04-11,US,Arkansas,Izard,1,0,0
2020-04-11,US,Texas,Jack,1,0,0
2020-04-11,US,Alabama,Jackson,22,2,0
2020-04-11,US,Florida,Jackson,5,0,0
2020-04-11,US,Georgia,Jackson,26,1,0
2020-04-11,US,Illinois,Jackson,30,2,0
2020-04-11,US,Indiana,Jackson,64,0,0
2020-04-11,US,Iowa,Jackson,4,0,0
2020-04-11,US,Kansas,Jackson,1,0,0
2020-04-11,US,Kentucky,Jackson,3,0,0
2020-04-11,US,Louisiana,Jackson,8,0,0
2020-04-11,US,Michigan,Jackson,152,4,0
2020-04-11,US,Minnesota,Jackson,1,0,0
2020-04-11,US,Mississippi,Jackson,139,5,0
2020-04-11,US,Missouri,Jackson,217,7,0
2020-04-11,US,North Carolina,Jackson,2,0,0
2020-04-11,US,Ohio,Jackson,2,0,0
2020-04-11,US,Oklahoma,Jackson,7,0,0
2020-04-11,US,Oregon,Jackson,44,0,0
2020-04-11,US,Tennessee,Jackson,5,0,0
2020-04-11,US,Texas,Jackson,4,0,0
2020-04-11,US,West Virginia,Jackson,23,1,0
2020-04-11,US,Wisconsin,Jackson,10,0,0
2020-04-11,US,Virginia,James City,126,2,0
2020-04-11,US,Georgia,Jasper,6,0,0
2020-04-11,US,Illinois,Jasper,3,0,0
2020-04-11,US,Indiana,Jasper,16,1,0
2020-04-11,US,Iowa,Jasper,10,0,0
2020-04-11,US,Mississippi,Jasper,12,0,0
2020-04-11,US,Missouri,Jasper,22,0,0
2020-04-11,US,South Carolina,Jasper,12,0,0
2020-04-11,US,Texas,Jasper,7,1,0
2020-04-11,US,Indiana,Jay,4,0,0
2020-04-11,US,Georgia,Jeff Davis,1,0,0
2020-04-11,US,Alabama,Jefferson,579,15,0
2020-04-11,US,Arkansas,Jefferson,91,2,0
2020-04-11,US,Colorado,Jefferson,683,25,0
2020-04-11,US,Florida,Jefferson,9,0,0
2020-04-11,US,Georgia,Jefferson,6,1,0
2020-04-11,US,Idaho,Jefferson,4,0,0
2020-04-11,US,Illinois,Jefferson,6,0,0
2020-04-11,US,Indiana,Jefferson,13,0,0
2020-04-11,US,Iowa,Jefferson,4,0,0
2020-04-11,US,Kansas,Jefferson,5,0,0
2020-04-11,US,Kentucky,Jefferson,380,26,0
2020-04-11,US,Louisiana,Jefferson,4877,166,0
2020-04-11,US,Mississippi,Jefferson,4,0,0
2020-04-11,US,Missouri,Jefferson,117,3,0
2020-04-11,US,Montana,Jefferson,2,0,0
2020-04-11,US,New York,Jefferson,44,0,0
2020-04-11,US,Ohio,Jefferson,23,0,0
2020-04-11,US,Oklahoma,Jefferson,1,0,0
2020-04-11,US,Pennsylvania,Jefferson,1,0,0
2020-04-11,US,Tennessee,Jefferson,14,0,0
2020-04-11,US,Texas,Jefferson,100,5,0
2020-04-11,US,Washington,Jefferson,28,0,0
2020-04-11,US,West Virginia,Jefferson,46,0,0
2020-04-11,US,Wisconsin,Jefferson,22,0,0
2020-04-11,US,Louisiana,Jefferson Davis,35,7,0
2020-04-11,US,Mississippi,Jefferson Davis,5,0,0
2020-04-11,US,Georgia,Jenkins,9,1,0
2020-04-11,US,Indiana,Jennings,54,0,0
2020-04-11,US,South Dakota,Jerauld,3,0,0
2020-04-11,US,Idaho,Jerome,28,2,0
2020-04-11,US,Illinois,Jersey,6,0,0
2020-04-11,US,Kentucky,Jessamine,18,0,0
2020-04-11,US,Kansas,Jewell,2,0,0
2020-04-11,US,Texas,Jim Wells,2,0,0
2020-04-11,US,Illinois,Jo Daviess,10,0,0
2020-04-11,US,Arkansas,Johnson,13,0,0
2020-04-11,US,Georgia,Johnson,15,1,0
2020-04-11,US,Indiana,Johnson,287,19,0
2020-04-11,US,Iowa,Johnson,194,1,0
2020-04-11,US,Kansas,Johnson,283,12,0
2020-04-11,US,Kentucky,Johnson,1,0,0
2020-04-11,US,Missouri,Johnson,41,0,0
2020-04-11,US,Nebraska,Johnson,1,0,0
2020-04-11,US,Tennessee,Johnson,2,0,0
2020-04-11,US,Texas,Johnson,28,1,0
2020-04-11,US,Wyoming,Johnson,10,0,0
2020-04-11,US,North Carolina,Johnston,92,5,0
2020-04-11,US,Georgia,Jones,11,0,0
2020-04-11,US,Iowa,Jones,8,0,0
2020-04-11,US,Mississippi,Jones,30,0,0
2020-04-11,US,North Carolina,Jones,6,1,0
2020-04-11,US,Texas,Jones,2,0,0
2020-04-11,US,Oregon,Josephine,17,0,0
2020-04-11,US,Alaska,Juneau,15,0,0
2020-04-11,US,Wisconsin,Juneau,5,0,0
2020-04-11,US,Pennsylvania,Juniata,38,0,0
2020-04-11,US,Michigan,Kalamazoo,79,7,0
2020-04-11,US,Michigan,Kalkaska,13,2,0
2020-04-11,US,West Virginia,Kanawha,82,0,0
2020-04-11,US,Minnesota,Kandiyohi,2,0,0
2020-04-11,US,Illinois,Kane,376,22,0
2020-04-11,US,Utah,Kane,3,0,0
2020-04-11,US,Illinois,Kankakee,185,9,0
2020-04-11,US,Missouri,Kansas City,300,8,0
2020-04-11,US,Texas,Karnes,2,0,0
2020-04-11,US,Hawaii,Kauai,19,0,0
2020-04-11,US,Texas,Kaufman,26,0,0
2020-04-11,US,Oklahoma,Kay,42,3,0
2020-04-11,US,Nebraska,Kearney,3,0,0
2020-04-11,US,Mississippi,Kemper,14,0,0
2020-04-11,US,Alaska,Kenai Peninsula,15,0,0
2020-04-11,US,Illinois,Kendall,103,2,0
2020-04-11,US,Texas,Kendall,10,0,0
2020-04-11,US,Maine,Kennebec,31,1,0
2020-04-11,US,Wisconsin,Kenosha,163,1,0
2020-04-11,US,Delaware,Kent,255,4,0
2020-04-11,US,Maryland,Kent,10,0,0
2020-04-11,US,Michigan,Kent,270,13,0
2020-04-11,US,Rhode Island,Kent,169,0,0
2020-04-11,US,Kentucky,Kenton,54,8,0
2020-04-11,US,Iowa,Keokuk,2,0,0
2020-04-11,US,California,Kern,371,3,0
2020-04-11,US,Texas,Kerr,2,0,0
2020-04-11,US,South Carolina,Kershaw,178,4,0
2020-04-11,US,Alaska,Ketchikan Gateway,14,0,0
2020-04-11,US,Wisconsin,Kewaunee,1,0,0
2020-04-11,US,Nebraska,Kimball,9,0,0
2020-04-11,US,Washington,King,4262,284,0
2020-04-11,US,Virginia,King George,13,0,0
2020-04-11,US,Virginia,King William,2,0,0
2020-04-11,US,Virginia,King and Queen,2,0,0
2020-04-11,US,Oklahoma,Kingfisher,5,0,0
2020-04-11,US,California,Kings,9,0,0
2020-04-11,US,South Dakota,Kingsbury,0,0,0
2020-04-11,US,Oklahoma,Kiowa,1,0,0
2020-04-11,US,Colorado,Kit Carson,6,0,0
2020-04-11,US,Washington,Kitsap,128,1,0
2020-04-11,US,Washington,Kittitas,15,1,0
2020-04-11,US,Oregon,Klamath,24,0,0
2020-04-11,US,Texas,Kleberg,2,0,0
2020-04-11,US,Washington,Klickitat,12,1,0
2020-04-11,US,Illinois,Knox,2,0,0
2020-04-11,US,Indiana,Knox,13,0,0
2020-04-11,US,Maine,Knox,10,0,0
2020-04-11,US,Nebraska,Knox,2,0,0
2020-04-11,US,Ohio,Knox,9,1,0
2020-04-11,US,Tennessee,Knox,169,3,0
2020-04-11,US,Texas,Knox,1,0,0
2020-04-11,US,Minnesota,Koochiching,1,0,0
2020-04-11,US,Idaho,Kootenai,44,0,0
2020-04-11,US,Indiana,Kosciusko,17,1,0
2020-04-11,US,Iowa,Kossuth,1,0,0
2020-04-11,US,Wisconsin,La Crosse,25,0,0
2020-04-11,US,Arizona,La Paz,4,0,0
2020-04-11,US,Colorado,La Plata,44,0,0
2020-04-11,US,Indiana,LaGrange,10,1,0
2020-04-11,US,Indiana,LaPorte,31,3,0
2020-04-11,US,Illinois,LaSalle,18,1,0
2020-04-11,US,Louisiana,LaSalle,10,0,0
2020-04-11,US,Kansas,Labette,18,0,0
2020-04-11,US,Minnesota,Lac qui Parle,1,0,0
2020-04-11,US,Pennsylvania,Lackawanna,392,20,0
2020-04-11,US,Arkansas,Lafayette,2,0,0
2020-04-11,US,Florida,Lafayette,1,0,0
2020-04-11,US,Louisiana,Lafayette,337,12,0
2020-04-11,US,Mississippi,Lafayette,29,1,0
2020-04-11,US,Missouri,Lafayette,28,1,0
2020-04-11,US,Wisconsin,Lafayette,3,0,0
2020-04-11,US,Louisiana,Lafourche,454,13,0
2020-04-11,US,California,Lake,4,0,0
2020-04-11,US,Colorado,Lake,4,0,0
2020-04-11,US,Florida,Lake,149,4,0
2020-04-11,US,Illinois,Lake,1331,39,0
2020-04-11,US,Indiana,Lake,676,25,0
2020-04-11,US,Michigan,Lake,1,0,0
2020-04-11,US,Montana,Lake,5,0,0
2020-04-11,US,Ohio,Lake,112,6,0
2020-04-11,US,South Dakota,Lake,2,0,0
2020-04-11,US,Tennessee,Lake,0,0,0
2020-04-11,US,Alabama,Lamar,7,0,0
2020-04-11,US,Georgia,Lamar,15,0,0
2020-04-11,US,Mississippi,Lamar,31,1,0
2020-04-11,US,Texas,Lamar,8,0,0
2020-04-11,US,Texas,Lamb,1,0,0
2020-04-11,US,Vermont,Lamoille,21,2,0
2020-04-11,US,Texas,Lampasas,2,0,0
2020-04-11,US,Nebraska,Lancaster,50,1,0
2020-04-11,US,Pennsylvania,Lancaster,698,23,0
2020-04-11,US,South Carolina,Lancaster,62,0,0
2020-04-11,US,Virginia,Lancaster,1,0,0
2020-04-11,US,Oregon,Lane,34,1,0
2020-04-11,US,Georgia,Lanier,5,0,0
2020-04-11,US,Michigan,Lapeer,95,6,0
2020-04-11,US,Wyoming,Laramie,58,0,0
2020-04-11,US,Colorado,Larimer,177,9,0
2020-04-11,US,Kentucky,Larue,3,0,0
2020-04-11,US,Colorado,Las Animas,2,0,0
2020-04-11,US,Idaho,Latah,3,0,0
2020-04-11,US,Oklahoma,Latimer,4,1,0
2020-04-11,US,Alabama,Lauderdale,21,4,0
2020-04-11,US,Mississippi,Lauderdale,133,8,0
2020-04-11,US,Tennessee,Lauderdale,8,0,0
2020-04-11,US,Kentucky,Laurel,5,0,0
2020-04-11,US,Georgia,Laurens,28,1,0
2020-04-11,US,South Carolina,Laurens,13,1,0
2020-04-11,US,Texas,Lavaca,4,0,0
2020-04-11,US,Alabama,Lawrence,8,0,0
2020-04-11,US,Arkansas,Lawrence,10,1,0
2020-04-11,US,Illinois,Lawrence,2,0,0
2020-04-11,US,Indiana,Lawrence,63,7,0
2020-04-11,US,Kentucky,Lawrence,1,0,0
2020-04-11,US,Mississippi,Lawrence,6,0,0
2020-04-11,US,Ohio,Lawrence,15,0,0
2020-04-11,US,Pennsylvania,Lawrence,46,4,0
2020-04-11,US,South Dakota,Lawrence,9,0,0
2020-04-11,US,Tennessee,Lawrence,12,0,0
2020-04-11,US,Oklahoma,Le Flore,3,0,0
2020-04-11,US,Minnesota,Le Sueur,20,0,0
2020-04-11,US,New Mexico,Lea,2,0,0
2020-04-11,US,Mississippi,Leake,27,0,0
2020-04-11,US,Kansas,Leavenworth,75,1,0
2020-04-11,US,Pennsylvania,Lebanon,232,1,0
2020-04-11,US,Alabama,Lee,218,8,0
2020-04-11,US,Arkansas,Lee,2,0,0
2020-04-11,US,Florida,Lee,584,16,0
2020-04-11,US,Georgia,Lee,234,15,0
2020-04-11,US,Illinois,Lee,12,0,0
2020-04-11,US,Iowa,Lee,1,0,0
2020-04-11,US,Mississippi,Lee,42,3,0
2020-04-11,US,North Carolina,Lee,8,0,0
2020-04-11,US,South Carolina,Lee,27,3,0
2020-04-11,US,Texas,Lee,2,0,0
2020-04-11,US,Virginia,Lee,6,0,0
2020-04-11,US,Michigan,Leelanau,4,0,0
2020-04-11,US,Mississippi,Leflore,44,4,0
2020-04-11,US,Pennsylvania,Lehigh,1620,16,0
2020-04-11,US,Michigan,Lenawee,43,0,0
2020-04-11,US,North Carolina,Lenoir,14,0,0
2020-04-11,US,Florida,Leon,112,0,0
2020-04-11,US,Texas,Leon,3,0,0
2020-04-11,US,Kentucky,Leslie,1,0,0
2020-04-11,US,Kentucky,Letcher,1,0,0
2020-04-11,US,Florida,Levy,6,0,0
2020-04-11,US,Idaho,Lewis,0,0,0
2020-04-11,US,Kentucky,Lewis,2,0,0
2020-04-11,US,New York,Lewis,6,0,0
2020-04-11,US,Tennessee,Lewis,2,0,0
2020-04-11,US,Washington,Lewis,18,2,0
2020-04-11,US,West Virginia,Lewis,2,0,0
2020-04-11,US,Montana,Lewis and Clark,16,0,0
2020-04-11,US,South Carolina,Lexington,202,6,0
2020-04-11,US,Virginia,Lexington,3,0,0
2020-04-11,US,Florida,Liberty,1,0,0
2020-04-11,US,Georgia,Liberty,16,0,0
2020-04-11,US,Montana,Liberty,1,0,0
2020-04-11,US,Texas,Liberty,17,0,0
2020-04-11,US,Ohio,Licking,80,3,0
2020-04-11,US,Alabama,Limestone,36,0,0
2020-04-11,US,Texas,Limestone,11,1,0
2020-04-11,US,Arkansas,Lincoln,10,0,0
2020-04-11,US,Colorado,Lincoln,1,0,0
2020-04-11,US,Georgia,Lincoln,8,0,0
2020-04-11,US,Idaho,Lincoln,14,0,0
2020-04-11,US,Louisiana,Lincoln,37,0,0
2020-04-11,US,Maine,Lincoln,9,0,0
2020-04-11,US,Minnesota,Lincoln,2,0,0
2020-04-11,US,Mississippi,Lincoln,41,3,0
2020-04-11,US,Missouri,Lincoln,26,1,0
2020-04-11,US,Montana,Lincoln,7,1,0
2020-04-11,US,Nebraska,Lincoln,17,1,0
2020-04-11,US,Nevada,Lincoln,1,0,0
2020-04-11,US,New Mexico,Lincoln,1,0,0
2020-04-11,US,North Carolina,Lincoln,15,0,0
2020-04-11,US,Oklahoma,Lincoln,11,0,0
2020-04-11,US,Oregon,Lincoln,4,0,0
2020-04-11,US,South Dakota,Lincoln,39,0,0
2020-04-11,US,Tennessee,Lincoln,8,0,0
2020-04-11,US,Washington,Lincoln,2,0,0
2020-04-11,US,Wyoming,Lincoln,5,0,0
2020-04-11,US,Iowa,Linn,235,10,0
2020-04-11,US,Kansas,Linn,5,0,0
2020-04-11,US,Missouri,Linn,3,0,0
2020-04-11,US,Oregon,Linn,49,4,0
2020-04-11,US,Connecticut,Litchfield,388,20,0
2020-04-11,US,Texas,Live Oak,3,0,0
2020-04-11,US,Illinois,Livingston,15,0,0
2020-04-11,US,Louisiana,Livingston,109,1,0
2020-04-11,US,Michigan,Livingston,206,3,0
2020-04-11,US,Missouri,Livingston,1,0,0
2020-04-11,US,New York,Livingston,30,2,0
2020-04-11,US,Texas,Llano,3,0,0
2020-04-11,US,Arkansas,Logan,2,0,0
2020-04-11,US,Colorado,Logan,13,0,0
2020-04-11,US,Illinois,Logan,3,0,0
2020-04-11,US,Kentucky,Logan,5,0,0
2020-04-11,US,Nebraska,Logan,0,0,0
2020-04-11,US,Ohio,Logan,7,0,0
2020-04-11,US,Oklahoma,Logan,7,0,0
2020-04-11,US,West Virginia,Logan,8,0,0
